college,team_changed_at,team,first_name,full_name,birth_state,birth_date,swish_id,search_last_name,age,team_abbr,injury_start_date,metadata,active,gsis_id,injury_notes,opta_id,news_updated,sport,depth_chart_order,status,stats_id,number,fantasy_positions,rotowire_id,last_name,search_full_name,oddsjam_id,weight,height,birth_city,search_rank,injury_status,player_id,birth_country,depth_chart_position,years_exp,injury_body_part,practice_participation,pandascore_id,high_school,search_first_name,competitions,fantasy_data_id,position,espn_id,practice_description,yahoo_id,sportradar_id,hashtag,rotoworld_id
Eastern Washington,,,Albert,Albert Havili,,1995-08-07,,havili,26.0,,,{'channel_id': '1116853099923767296'},True,00-0034547,,,1534378205174.0,nfl,,Active,,97.0,['DL'],13050.0,Havili,alberthavili,,270,74,,9999999.0,,5422,,,4.0,,,,Federal Way High School,albert,[],20356.0,DE,3045532.0,,31678.0,1b0801bc-9afc-458c-8235-b938d4b76d29,#alberthavili-NFL-FA-97,
Michigan,,,Charles,Charles Woodson,,1976-10-07,,woodson,43.0,,,,False,,,,,nfl,,Inactive,,24.0,['DB'],904.0,Woodson,charleswoodson,,210,"6'1""",,9999999.0,,100,,,22.0,,,,Ross (OH),charles,[],2670.0,FS,1442.0,,4271.0,20b0aa93-45ba-439a-b46c-6f75081b543b,#charleswoodson-NFL-FA-24,840.0
Duke,,,Shaun,Shaun Wilson,,1995-12-02,,wilson,26.0,,,{'channel_id': '1116853095582662656'},True,00-0034621,,,1595795416080.0,nfl,,Active,830812.0,39.0,['RB'],13070.0,Wilson,shaunwilson,,185,69,,1478.0,,5395,,,4.0,,,,West Mecklenburg (NC),shaun,[],20472.0,RB,3116563.0,,31278.0,3d36bdab-2521-44da-8ede-30226510c2b0,#shaunwilson-NFL-FA-39,
,,,Kehinde,Kehinde Oginni,,1999-03-03,1385712.0,oginni,25.0,,,"{'channel_id': '1113708857776959488', 'rookie_year': '2022'}",True,,,,1715289020713.0,nfl,,Active,,72.0,['TE'],16440.0,Oginni,kehindeoginni,026139D87833,240,78,,549.0,,8706,,,2.0,,,,,kehinde,[],,TE,,,,09f3b2c0-ce0f-11ec-8f7c-f5226825ea6a,#kehindeoginni-NFL-FA-72,
Alcorn State,,,De'Lance,De'Lance Turner,,1995-08-23,,turner,26.0,,,{'channel_id': '1116853107012141056'},True,00-0034201,,,1589760325995.0,nfl,,Active,887450.0,34.0,['RB'],13130.0,Turner,delanceturner,,214,71,,1491.0,,5464,,,4.0,,,,Perry Central,delance,[],20562.0,RB,3928461.0,,31425.0,b928bd74-ad93-4251-9c96-300bfa04857e,#delanceturner-NFL-FA-34,
Howard,,,Anim,Anim Dankwah,,2000-10-19,1175553.0,dankwah,24.0,,,"{'channel_id': '1113708718878388224', 'rookie_year': '2024'}",True,,,,,nfl,,Active,,62.0,,,Dankwah,animdankwah,8B75CE2EAF0F,362,79,,9999999.0,,12075,,,1.0,,,,Taft (ON),anim,[],,T,,,,dec008d0-072b-11ef-8481-7fbe2a70d5e5,#animdankwah-NFL-FA-62,
Florida International,,PIT,Jonnu,Jonnu Smith,,1995-08-22,743749.0,smith,29.0,,,"{'channel_id': '1113708740579717120', 'rookie_year': '2017'}",True,00-0033858,,,1754433025526.0,nfl,1.0,Active,743749.0,81.0,['TE'],11807.0,Smith,jonnusmith,00023D6FEA5A,248,75,,87.0,Questionable,4144,,TE,8.0,Undisclosed,,,West Port (FL),jonnu,[],18990.0,TE,3054212.0,,30213.0,e4f25a37-74de-4bfb-b6c9-f50a4fab0b87,#jonnusmith-NFL-PIT-81,12344.0
Saginaw Valley State,,DET,Nick,Nick Whiteside,,2000-05-01,1446478.0,whiteside,25.0,,,"{'channel_id': '1113708697873313792', 'rookie_year': '2023'}",True,,,,1753782621494.0,nfl,,Active,,38.0,['DB'],17617.0,Whiteside,nickwhiteside,CEB08D98C9DB,200,73,,9999999.0,,11160,,DB,2.0,,,,Avondale (MI),nick,[],,CB,,,,746c9640-e8ed-11ed-af6f-21e65a511f8c,#nickwhiteside-NFL-DET-38,
Georgia,,PHI,Smael,Smael Mondon,,2003-02-13,,mondon,22.0,,,"{'channel_id': '1221956873448595456', 'rookie_year': '0'}",True,,,,1753828826082.0,nfl,3.0,Active,,42.0,['LB'],18721.0,Mondon,smaelmondon,185CB30CC4D90E98,224,74,,9999999.0,,12667,,RILB,0.0,,,,Paulding County (GA),smael,[],,LB,,,,980ab578-c9d3-4ba5-912d-b723e5b6a0fb,#smaelmondon-NFL-PHI-42,
UCF,,,Nevelle,Nevelle Clarke,,1996-11-16,887407.0,clarke,26.0,,,{'channel_id': '1116853376072548352'},True,,,,1596384616282.0,nfl,,Active,,33.0,['DB'],14701.0,Clarke,nevelleclarke,,190,73,,9999999.0,,7365,,,3.0,,,,Taravella (FL),nevelle,[],22077.0,CB,3929034.0,,,136f5d97-d41c-4fad-b296-f69a129cdea7,#nevelleclarke-NFL-FA-33,
Louisville,,CAR,Jack,Jack Plummer,,1999-10-21,1106854.0,plummer,25.0,,,"{'channel_id': '1113708881147621376', 'rookie_year': '2024'}",True,,,,1735414254413.0,nfl,3.0,Active,,16.0,['QB'],17948.0,Plummer,jackplummer,237A66E1BEE2,215,77,,554.0,,12009,,QB,1.0,,,,Gilbert (AZ),jack,[],,QB,,,,1897f020-070b-11ef-860e-85b981b3a108,#jackplummer-NFL-CAR-16,
Oregon,,,Wade,Wade Keliikipi,,1991-07-21,,keliikipi,26.0,,,,False,,,,,nfl,,Inactive,,74.0,['DL'],,Keliikipi,wadekeliikipi,,295,"6'3""",,9999999.0,,1799,,,1.0,,,,,wade,[],15972.0,NT,17012.0,,,3ceda855-392c-4290-b3b7-e20d8603a2d3,#wadekeliikipi-NFL-FA-74,
Georgia,,,Lamont,Lamont Gaillard,,1996-02-08,822861.0,gaillard,26.0,,,{'channel_id': '1116853195864276992'},True, 00-0035536,,,1666799425140.0,nfl,,Active,,61.0,['OL'],13678.0,Gaillard,lamontgaillard,,305,75,,9999999.0,,6058,,,3.0,,,,Pine Forest (NC),lamont,[],20763.0,C,3128707.0,,32011.0,0c8b0581-9ed2-488b-bcaa-ef783261dfd1,#lamontgaillard-NFL-FA-61,
Northwestern,,,JR,JR Pace,,1998-10-06,1055274.0,pace,23.0,,,{'channel_id': '1116853416098791424'},True,,,,,nfl,,Active,,0.0,['DB'],15758.0,Pace,jrpace,,210,73,,,,7749,,,1.0,,,,Woodward Academy (GA),jr,[],,DB,,,,f88281f5-4bb6-4269-b9ae-8f21dba42699,#jrpace-NFL-FA-0,
Kentucky,,NYG,Wan'Dale,Wan'Dale Robinson,,2001-01-05,1164875.0,robinson,24.0,,,"{'channel_id': '1113708675781914624', 'rookie_year': '2022'}",True,,,,1753801222092.0,nfl,2.0,Active,,17.0,['WR'],15838.0,Robinson,wandalerobinson,3333C2094C6B,185,68,,175.0,Questionable,8126,,SWR,3.0,Undisclosed,,,Western Hills (KY),wandale,[],,WR,,,,582dfe0e-98f3-48a5-8a2d-a52baa926b05,#wandalerobinson-NFL-NYG-17,
Pittsburgh,,,Lafayette,Lafayette Pitts,,1992-09-24,606736.0,pitts,29.0,,,{'channel_id': '1116852904599224320'},True,00-0032617,,,1549998914908.0,nfl,,Active,606736.0,38.0,['DB'],11596.0,Pitts,lafayettepitts,,196,70,,9999999.0,,3761,,,6.0,,,,Woodland Hills (PA),lafayette,[],18573.0,DB,2576665.0,,29835.0,8cfce145-c6aa-40e0-b759-cad33237144a,#lafayettepitts-NFL-FA-38,
Texas,,PHI,Keilan,Keilan Robinson,,2000-02-16,1172173.0,robinson,25.0,,,"{'channel_id': '1113708893827002368', 'rookie_year': '2024'}",True,,,,1749314451411.0,nfl,5.0,Active,,35.0,['RB'],17048.0,Robinson,keilanrobinson,49583082EB90,191,68,,633.0,,11773,,RB,1.0,,,,St. John's (DC),keilan,[],,RB,,,,de79955a-99ab-492e-9161-3544fd812dbd,#keilanrobinson-NFL-PHI-35,
Hawai'i,,,Max,Max Wittek,,1993-07-01,,wittek,31.0,,,"{'channel_id': '1202954214054035456', 'rookie_year': '2016'}",True,,,,,nfl,,Active,591848.0,0.0,['QB'],11485.0,Wittek,maxwittek,,240,76,,9999999.0,,3551,,,9.0,,,,Mater Dei (CA),max,[],18322.0,QB,2577244.0,,29515.0,2fb8d62d-f01c-4477-af7f-bd93e40fb3c2,#maxwittek-NFL-FA-0,
West Virginia,,,Jared,Jared Barber,,1992-10-20,,barber,25.0,,,,False,,,,,nfl,,Inactive,,49.0,['LB'],11331.0,Barber,jaredbarber,,230,"6'0""",,9999999.0,,3855,,,0.0,,,,,jared,[],18676.0,ILB,,,29989.0,,#jaredbarber-NFL-FA-49,
TCU,,,Kevin,Kevin White,,1992-06-25,,white,32.0,,,"{'channel_id': '1202954209666793475', 'rookie_year': '2015'}",True,,,,1636235121754.0,nfl,,Active,,0.0,['DB'],10432.0,White,kevinwhite,,174,70,,9999999.0,,2626,,,10.0,,,,Stony Point,kevin,[],17094.0,CB,2514500.0,,,aada7f5b-2b2b-456f-a3fa-7b834dbdb52b,#kevinwhite-NFL-FA-0,
Virginia Tech,,,Kaden,Kaden Moore,,,,moore,,,,"{'channel_id': '1223134686012780544', 'rookie_year': '0'}",True,,,,,nfl,,Active,,,['OL'],,Moore,kadenmoore,A5FF3BA6DB5E6E5F,310,75,,9999999.0,,13061,,,0.0,,,,Freedom (PA),kaden,[],,OL,,,,64c9af40-2561-11f0-ab00-872fcb804450,#kadenmoore-NFL-FA,
Pittsburgh,,DEN,Lucas,Lucas Krull,,1998-07-11,1122323.0,krull,27.0,,,"{'channel_id': '1113708825887666176', 'rookie_year': '2022'}",True,,,,1744060830431.0,nfl,5.0,Active,,85.0,['TE'],16259.0,Krull,lucaskrull,E1B4A0B6D96B,260,78,,632.0,,8249,,TE,3.0,,,,Mill Valley (KS),lucas,[],,TE,,,,767b4820-cc9f-11ec-952e-a10f2c98fc4d,#lucaskrull-NFL-DEN-85,
Oregon,,KC,Jeffrey,Jeffrey Bassa,,2002-09-20,,bassa,22.0,,,"{'channel_id': '1221956887285604352', 'rookie_year': '0'}",True,,,,1746691221411.0,nfl,2.0,Active,,31.0,['LB'],18725.0,Bassa,jeffreybassa,CC6BBEA480818C57,235,74,,9999999.0,,12672,,LOLB,0.0,,,,Kearns (UT),jeffrey,[],,LB,,,,fb38f3cd-8e90-4c41-b10e-0ed37d97c3bc,#jeffreybassa-NFL-KC-31,
Northern Iowa,,NO,Trevor,Trevor Penning,,1999-05-15,1064357.0,penning,26.0,,,"{'channel_id': '1113708685911158784', 'rookie_year': '2022'}",True,,,,1745451032190.0,nfl,,Active,,70.0,['OT'],15949.0,Penning,trevorpenning,EA226972DD62,325,79,,9999999.0,,8444,,OL,3.0,,,,Newman Catholic (IA),trevor,[],,T,,,,94db0fe8-228c-4650-abd2-38886687f960,#trevorpenning-NFL-NO-70,
Vanderbilt,,,Jeremy,Jeremy Lucien,,2000-05-12,1120713.0,lucien,24.0,,,"{'channel_id': '1113708730383364096', 'rookie_year': '2023'}",True,,,,,nfl,,Active,,45.0,['DB'],17525.0,Lucien,jeremylucien,9E2466CC00FB,197,73,,9999999.0,,11404,,,1.0,,,,Choate Rosemary Hall (CT),jeremy,[],,CB,,,,6e6c2320-f0de-11ed-88fa-65ba6d50af2c,#jeremylucien-NFL-FA-45,
Texas-El Paso,,,Jon,Jon Dorenbos,,1980-07-21,,dorenbos,40.0,,,,False,,,,,nfl,,Inactive,,46.0,['LS'],4800.0,Dorenbos,jondorenbos,,250,"6'0""",,9999999.0,,288,,,17.0,,,,Pacifica (CA),jon,[],7238.0,LS,4902.0,,6607.0,afee9848-e105-4185-9187-5939fd6e2783,#jondorenbos-NFL-FA-46,
Sacred Heart,,,Gordon,Gordon Hill,,1993-02-25,,hill,32.0,,,"{'channel_id': '1202954209557741568', 'rookie_year': '2015'}",True,,,,,nfl,,Active,,0.0,['DB'],,Hill,gordonhill,,220,72,,9999999.0,,2663,,,10.0,,,,St. Joseph ,gordon,[],17131.0,S,2570378.0,,,d12a81d5-32c2-4c93-9b40-78f1d61eba3c,#gordonhill-NFL-FA-0,
Georgia,,,Brandon,Brandon Bogotay,,1989-05-08,,bogotay,28.0,,,,False,,,,,nfl,,Inactive,512110.0,2.0,['K'],,Bogotay,brandonbogotay,,207,"6'3""",,9999999.0,,1397,,,1.0,,,,,brandon,[],14929.0,K,15776.0,,,2098e7f6-52ef-440a-8727-da1d40ddec2d,#brandonbogotay-NFL-FA-2,
Georgia,,KC,Malik,Malik Herring,,1997-11-09,1069779.0,herring,27.0,,,"{'channel_id': '1113708750440525824', 'rookie_year': '2021'}",True,,,,1660266623505.0,nfl,3.0,Active,,94.0,['DL'],15361.0,Herring,malikherring,6E03118CC40F,275,75,,9999999.0,,8001,,RDE,4.0,,,,Mary Persons (GA),malik,[],,DE,,,,96d1c6e6-a450-476e-987b-c1e469c43f1b,#malikherring-NFL-KC-94,
Ottawa (KS),,,Luke,Luke Lundy,,1988-08-23,,lundy,36.0,,,{'rookie_year': '2015'},True,,,,,nfl,,Active,870695.0,0.0,['RB'],,Lundy,lukelundy,,239,72,,9999999.0,,2914,,,10.0,,,,Auburn High School ,luke,[],17382.0,RB,,,29039.0,35bfebaa-8532-47d8-a7d9-79730db1bdf3,#lukelundy-NFL-FA-0,
Florida A&M,,LAR,Xavier,Xavier Smith,,1997-09-21,1137635.0,smith,27.0,,,"{'channel_id': '1113708704542257152', 'rookie_year': '2023'}",True,,,,1738353904469.0,nfl,6.0,Active,,19.0,['WR'],17467.0,Smith,xaviersmith,83252ECDA293,176,69,,690.0,,11168,,SWR,2.0,,,,Ridge (FL),xavier,[],,WR,,,,98b88de0-e8e5-11ed-ad77-290d92d9e505,#xaviersmith-NFL-LAR-19,
Jacksonville State,,,B.J.,B.J. Autry,,,,autry,,,,{'channel_id': '1116853183562383360'},True,,,,,nfl,,Inactive,,0.0,['OL'],,Autry,bjautry,,365,"6'3""",,9999999.0,,5972,,,0.0,,,,,bj,[],20745.0,G,,,,,#bjautry-NFL-FA-0,
Arkansas,,,Roje,Roje Stona,,1999-02-26,,stona,26.0,,,"{'channel_id': '1113708799589380096', 'rookie_year': '2024'}",True,,,,,nfl,,Active,,,['DL'],,Stona,rojestona,,263,78,,9999999.0,,12299,,,1.0,,,,St. Jago (JAM),roje,[],,DE,,,,7f2039a0-0c75-11ef-9f4a-adcd405b56d3,#rojestona-NFL-FA,
,,,Efe,Efe Obada,,1992-04-13,868465.0,obada,32.0,,,"{'channel_id': '1113708698271772672', 'rookie_year': '2015'}",True,00-0031500,,,1730849712866.0,nfl,,Active,,97.0,['DL'],10448.0,Obada,efeobada,FAB3E0CD5A65,265,78,,9999999.0,,2796,,,10.0,,,,Lambeth College (GBR),efe,[],17264.0,DE,3734467.0,,28386.0,7d7aae3c-c186-4ded-bbaa-df05f697ef29,#efeobada-NFL-FA-97,
Appalachian State,,CLE,Bucky,Bucky Williams,,2000-03-20,1392170.0,williams,25.0,,,"{'channel_id': '1113708690898186241', 'rookie_year': '2024'}",True,,,,1747080935343.0,nfl,,Active,,62.0,['OL'],18360.0,Williams,buckywilliams,31E6B4B24F3A,300,75,,9999999.0,,11887,,OL,1.0,,,,Ringgold (GA),bucky,[],,OL,,,,6b7096c0-0509-11ef-955c-bd6086e86c51,#buckywilliams-NFL-CLE-62,
UTSA,,SF,Spencer,Spencer Burford,,2000-07-19,1123542.0,burford,25.0,,,"{'channel_id': '1113708873706926080', 'rookie_year': '2022'}",True,,,,1752553227987.0,nfl,,Active,,74.0,['OL'],16062.0,Burford,spencerburford,9594C518A623,300,76,,9999999.0,,8465,,OL,3.0,,,,Wagner (TX),spencer,[],,OL,,,,129815b7-f914-4155-b8e3-e93021670dd7,#spencerburford-NFL-SF-74,
Florida,,TEN,Van,Van Jefferson,,1996-07-26,884080.0,jefferson,29.0,,,"{'channel_id': '1113708819596210176', 'rookie_year': '2020'}",True,,,,1754352017306.0,nfl,5.0,Active,,11.0,['WR'],14430.0,Jefferson,vanjefferson,E409D9DF9C23,200,73,,372.0,,6853,,LWR,5.0,,,,Ravenwood (TN),van,[],21739.0,WR,3930066.0,,32727.0,8e1285f7-6e4c-41e4-aac9-92e09f9f32b2,#vanjefferson-NFL-TEN-11,
Iowa State,,,Andrew,Andrew Mevis,,1998-10-12,1051214.0,mevis,24.0,,,"{'channel_id': '1116853528288034816', 'years_exp_shift': '1'}",True,,,,1659127839978.0,nfl,,Active,,0.0,['K'],16349.0,Mevis,andrewmevis,,205,71,,9999999.0,,8775,,,1.0,,,,Warsaw Community (IN),andrew,[],,K,,,,9681deb0-cbb7-11ec-88c8-199e5defa0d2,#andrewmevis-NFL-FA-0,
Boston College,,,Jeff,Jeff Smith,,1997-04-21,883429.0,smith,27.0,,,"{'channel_id': '1113708846980820992', 'rookie_year': '2019'}",True, 00-0035510,,,1723588205716.0,nfl,,Active,883429.0,86.0,['WR'],13934.0,Smith,jeffsmith,BD15D62FD2BA,195,73,,426.0,Questionable,6557,,,5.0,Undisclosed,,,Clearwater Central Catholic (FL),jeff,[],21078.0,WR,3929118.0,,32533.0,767b1112-c77a-4a58-89b4-30f1ffa2a497,#jeffsmith-NFL-FA-86,
Idaho,,,Austin,Austin Rehkow,,1995-03-17,,rehkow,26.0,,,{'channel_id': '1116852983515054080'},True,,,,,nfl,,Inactive,,3.0,['P'],12496.0,Rehkow,austinrehkow,,213,75,,9999999.0,,4540,,,5.0,,,,Central Valley (WA),austin,[],19419.0,P,3060187.0,,30597.0,bd1193d4-ec52-46c1-bf6f-74a11f712097,#austinrehkow-NFL-FA-3,
Cincinnati,,,Linden,Linden Stephens,,1995-03-21,827742.0,stephens,27.0,,,{'channel_id': '1116853108454981632'},True,00-0034130,,,1640094925262.0,nfl,,Active,,40.0,['DB'],12699.0,Stephens,lindenstephens,,193,72,,9999999.0,,5474,,,4.0,,,,Euclid (OH),linden,[],20335.0,DB,3125816.0,,31415.0,1163ba47-560b-4705-82be-69967c4fc096,#lindenstephens-NFL-FA-40,
Pittsburgh,,,Henry,Henry Hynoski,,1988-12-30,,hynoski,29.0,,,,False,,,,,nfl,,Inactive,397940.0,45.0,['RB'],,Hynoski,henryhynoski,,266,"6'0""",,9999999.0,,910,,,5.0,,,,,henry,[],13141.0,FB,2268575.0,,25505.0,d3ed4b39-7858-405d-b021-348bd57832dd,#henryhynoski-NFL-FA-45,
Penn State,,,Christian,Christian Hackenberg,,1995-02-14,,hackenberg,26.0,,,,False,00-0032953,,,1592160628517.0,nfl,,Injured Reserve,748555.0,0.0,['QB'],10733.0,Hackenberg,christianhackenberg,,228,76,,9999999.0,,3168,,,6.0,,,,Fork Union Military (VA),christian,[],17927.0,QB,3057986.0,,29284.0,8f924766-111c-4cf2-a13b-2221e1013909,#christianhackenberg-NFL-FA-0,11297.0
Western Washington,,,Michael,Michael Koenen,,1982-07-13,,koenen,35.0,,,,False,,,,,nfl,,Inactive,,9.0,['P'],,Koenen,michaelkoenen,,198,"5'11""",,9999999.0,,302,,,11.0,,,,,michael,[],7507.0,P,9263.0,,7439.0,0306d316-2da0-4adb-ab62-f61a1c0d2088,#michaelkoenen-NFL-FA-9,
Washington,,,Wayne,Wayne Taulapapa,,1998-03-22,1126248.0,taulapapa,25.0,,,{'channel_id': '1116852700999319552'},True,,,,1693179642055.0,nfl,,Active,,43.0,['RB'],16873.0,Taulapapa,waynetaulapapa,,205,70,,440.0,,11537,,,1.0,,,,Punahou (HI),wayne,[],,RB,,,,932140a0-2d8e-11ee-8d33-c7332e65261c,#waynetaulapapa-NFL-FA-43,
Missouri,,,Jimmie,Jimmie Hunt,,1990-09-04,,hunt,34.0,,,"{'channel_id': '1202954210434351105', 'rookie_year': '2015'}",True,,,,,nfl,,Active,553234.0,82.0,['WR'],,Hunt,jimmiehunt,,215,72,,9999999.0,,2771,,,10.0,,,,Cahokia,jimmie,[],17239.0,WR,2514119.0,,28929.0,efe5047c-a438-4b28-8778-df24f1cb67bd,#jimmiehunt-NFL-FA-82,
Clemson,,,Tajh,Tajh Boyd,,1990-09-25,,boyd,26.0,,,,False,,,,,nfl,,Inactive,506599.0,3.0,['QB'],,Boyd,tajhboyd,,222,"6'1""",,9999999.0,,1850,,,1.0,,,,,tajh,[],16058.0,QB,16812.0,,,75404d15-88d6-43e0-9258-27112b070a43,#tajhboyd-NFL-FA-3,
Youngstown State,,IND,Drew,Drew Ogletree,,1998-07-28,1271740.0,ogletree,27.0,,,"{'channel_id': '1113708777254711297', 'rookie_year': '2022'}",True,,,,1748466618620.0,nfl,2.0,Active,,85.0,['TE'],16277.0,Ogletree,drewogletree,E970C474D622,260,77,,472.0,,8489,,TE,3.0,,,,Northridge (OH),drew,[],,TE,,,,59f460a8-b5af-40e6-840c-429762b278b3,#drewogletree-NFL-IND-85,
Florida Atlantic,,,Andrae,Andrae Kirk,,1993-08-27,,kirk,31.0,,,"{'channel_id': '1202954210782478336', 'rookie_year': '2015'}",True,,,,,nfl,,Active,,0.0,['LB'],,Kirk,andraekirk,,225,74,,9999999.0,,2842,,,10.0,,,,Miami Central (FL),andrae,[],17310.0,OLB,2572965.0,,,0780bf13-c109-4926-b623-e1aa7a4a3a7a,#andraekirk-NFL-FA-0,
Kent State,,,Nico,Nico Bolden,,1998-10-15,1067484.0,bolden,24.0,,,{'channel_id': '1116852677720932352'},True,,,,1694556925020.0,nfl,,Active,,34.0,['DB'],17418.0,Bolden,nicobolden,,208,75,,9999999.0,,11334,,,1.0,,,,Woodbury (MN),nico,[],,DB,,,,b8a657a0-ec63-11ed-86d4-ef2fe74b5184,#nicobolden-NFL-FA-34,
Samford,,,Shaheed,Shaheed Salmon,,1996-04-22,,salmon,25.0,,,{'channel_id': '1116853156475568128'},True,,,,1535508024891.0,nfl,,Active,,0.0,['LB'],13347.0,Salmon,shaheedsalmon,,232,74,,9999999.0,,5746,,,4.0,,,,Land O' Lakes,shaheed,[],20655.0,ILB,3127065.0,,31742.0,dead9e38-70e0-4bfd-9071-8e431bc7c133,#shaheedsalmon-NFL-FA-0,
Florida State,,LAR,Jared,Jared Verse,,2000-11-04,1184566.0,verse,24.0,,,"{'channel_id': '1113708703464321024', 'rookie_year': '2024'}",True,,,,1738897254986.0,nfl,1.0,Active,,8.0,['DL'],17711.0,Verse,jaredverse,A94C2E63EFC5,260,76,,151.0,,11665,,ROLB,1.0,,,,Central Columbia (PA),jared,[],,DL,,,,6c0c2ab2-8333-4eb0-adb5-d8e0095d50ec,#jaredverse-NFL-LAR-8,
New Mexico,,,Lamar,Lamar Jordan,,1994-10-02,,jordan,27.0,,,{'channel_id': '1116853075529695232'},True,00-0034144,,,,nfl,,Active,749566.0,86.0,['QB'],13086.0,Jordan,lamarjordan,,192,72,,9999999.0,,5239,,,4.0,,,,Centennial,lamar,[],20222.0,QB,3053315.0,,31351.0,d45cb60d-b5d2-43e4-a202-97a43e7d2d27,#lamarjordan-NFL-FA-86,
Boise State,,,Durrant,Durrant Miles,,1994-11-20,,miles,27.0,,,{'channel_id': '1116853235534004224'},True, 00-0035204,,,,nfl,,Active,,48.0,['DL'],14007.0,Miles,durrantmiles,,261,77,,9999999.0,,6345,,,3.0,,,,Bingham,durrant,[],21303.0,DE,3042883.0,,32116.0,c4ec03a8-efda-456f-8916-c161b568d783,#durrantmiles-NFL-FA-48,
Stanford,,LV,Kyu Blu,Kyu Blu Kelly,,2001-05-22,1161858.0,kelly,24.0,,,"{'channel_id': '1113708699026747393', 'rookie_year': '2023'}",True,,,,1682799327179.0,nfl,2.0,Active,,36.0,['DB'],16958.0,Kelly,kyublukelly,BF268CF2A85B,188,72,,9999999.0,,10976,,NB,2.0,,,,Bishop Gorman (NV),kyublu,[],,CB,,,,9f7054ea-7f83-438d-bc5b-0372aac66de5,#kyublukelly-NFL-LV-36,
Georgia Tech,,,P.J.,P.J. Davis,,1995-01-22,,davis,26.0,,,{'channel_id': '1116852996500619264'},True,,,,,nfl,,Active,,58.0,['LB'],,Davis,pjdavis,,231,71,,9999999.0,,4624,,,5.0,,,,Cairo (GA),pj,[],19518.0,ILB,3055901.0,,30399.0,72defdf9-bdbc-4378-aab1-cd6f0c9e30ad,#pjdavis-NFL-FA-58,
Arkansas-Pine Bluff,,,Kyle,Kyle Coleman,,1993-09-30,,coleman,28.0,,,{'channel_id': '1116852913868636160'},True,00-0033086,,,,nfl,,Active,891825.0,96.0,['RB'],11558.0,Coleman,kylecoleman,,220,74,,9999999.0,,3891,,,6.0,,,,Watson Chapel (AR),kyle,[],18713.0,FB,2572846.0,,30021.0,0105886c-9f70-4600-b0c4-bb2a8efc5e9b,#kylecoleman-NFL-FA-96,
Western Illinois,,TB,Dennis,Dennis Houston,,1999-04-24,1058076.0,houston,26.0,,,"{'channel_id': '1113708674460708864', 'rookie_year': '2022'}",True,,,,1736899207178.0,nfl,10.0,Active,,89.0,['WR'],16356.0,Houston,dennishouston,2101A10E0779,190,73,,676.0,,8801,,SWR,3.0,,,,Earl Warren (TX),dennis,[],,WR,,,,2fb00370-d30e-11ec-8b77-45b1765fd110,#dennishouston-NFL-TB-89,
Boston College,,,Kye,Kye Robichaux,,,,robichaux,,,,"{'channel_id': '1222983684668272640', 'rookie_year': '0'}",True,,,,1754442627080.0,nfl,,Active,,25.0,['RB'],18948.0,Robichaux,kyerobichaux,1916F31B01796360,213,72,,9999999.0,IR,12954,,,0.0,Undisclosed,,,Glenwood (IL),kye,[],,RB,,,,1b2c2360-250f-11f0-a5ff-67d677fc4b78,#kyerobichaux-NFL-FA-25,
North Carolina State,,,Tony,Tony Adams,,1995-12-28,,adams,26.0,,,{'channel_id': '1116853108257849344'},True,00-0034849,,,,nfl,,Active,,68.0,['OL'],12655.0,Adams,tonyadams,,312,74,,9999999.0,,5472,,,4.0,,,,Independence,tony,[],20303.0,C,3116734.0,,31260.0,b9d781a5-8049-48d8-a2eb-9b7ef61f22ec,#tonyadams-NFL-FA-68,
Toledo,,IND,Rolan,Rolan Milligan,,1994-08-16,,milligan,27.0,,,{'channel_id': '1116852908466372608'},True,00-0032830,,,1628264442665.0,nfl,,Active,,42.0,['DB'],11374.0,Milligan,rolanmilligan,,200,70,,1102.0,,3808,,,6.0,,,,Lake Wales (FL),rolan,[],18623.0,DB,3916678.0,,29933.0,bc6aa137-cef3-481e-a87a-e06dad32882c,#rolanmilligan-NFL-IND-42,
LSU,,BAL,Emery,Emery Jones,,2004-03-05,,jones,21.0,,,"{'channel_id': '1221700221860323328', 'rookie_year': '0'}",True,,,,1752717041018.0,nfl,,Active,,51.0,['OL'],18793.0,Jones,emeryjones,D49D8A7CCB319FB7,320,77,,9999999.0,PUP,12629,,OL,0.0,Shoulder - Labrum,,,Catholic (LA),emery,[],,OL,,,,1e78b112-7458-42ca-8b50-5ef0b154e8de,#emeryjones-NFL-BAL-51,
Virginia,,,Ra'Shaun,Ra'Shaun Henry,,1998-02-04,921693.0,henry,25.0,,,"{'channel_id': '1116853498982432768', 'years_exp_shift': '1'}",True,,,,1718171133423.0,nfl,,Inactive,,18.0,['WR'],16507.0,Henry,rashaunhenry,5E90566D529F,190,75,,681.0,Questionable,8571,,,2.0,Undisclosed,,,Copperas Cove (TX),rashaun,[],,WR,,,,b4d78bd0-ca1d-11ec-aeb5-1b91b32ddede,#rashaunhenry-NFL-FA-18,
California,,,Brandon,Brandon Mebane,,1985-01-15,,mebane,36.0,,,{'channel_id': '1116853187282731008'},True,00-0025472,,,1584127825462.0,nfl,,Active,,92.0,['DL'],5393.0,Mebane,brandonmebane,,311,73,,9999999.0,,6,,,15.0,,,,Crenshaw (CA),brandon,[],292.0,NT,10529.0,,8339.0,1c5a8bd4-1b02-458e-943d-c391d3f0258e,#brandonmebane-NFL-FA-92,4367.0
